,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
140,Good,9.0,7.0,8.0,9.0,3.0,0.0,0.0,5.0,-7.0,7,8,2.0,0.0,5.0,0.0,2.0,2.0,1.0,-8.0,2.0,0.0,0.0,1.0
141,Good,3.0,2.0,2.0,0.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,3.0,3.0,3.0,0.0,0.0,8.0,6.0,7.0,3.0,3.0,8.0
142,Bad,2.0,4.0,5.0,8.0,8.0,0.0,0.0,1.0,0.0,4,6,8.0,2.0,5.0,0.0,3.0,3.0,6.0,5.0,5.0,2.0,3.0,4.0
143,Good,7.0,7.0,4.0,7.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,7.0,2.0,1.0,1.0,3.0,3.0,6.0,3.0,0.0,5.0
144,Good,6.0,3.0,2.0,6.0,5.0,0.0,0.0,4.0,-7.0,5,7,5.0,1.0,9.0,1.0,1.0,1.0,6.0,4.0,3.0,2.0,1.0,6.0
145,Bad,1.0,0.0,7.0,0.0,0.0,2.0,1.0,5.0,-7.0,6,8,0.0,0.0,9.0,1.0,3.0,3.0,-8.0,-8.0,-8.0,0.0,-8.0,8.0
146,Good,7.0,7.0,2.0,9.0,9.0,0.0,0.0,5.0,-8.0,6,6,9.0,3.0,6.0,0.0,3.0,3.0,4.0,9.0,6.0,2.0,0.0,8.0
147,Good,8.0,7.0,4.0,9.0,9.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0
148,Bad,6.0,3.0,3.0,4.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,2.0,6.0,1.0,2.0,2.0,9.0,9.0,2.0,1.0,2.0,7.0
149,Bad,5.0,2.0,1.0,3.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,3.0,6.0,1.0,2.0,2.0,6.0,4.0,5.0,2.0,2.0,5.0
150,Bad,4.0,4.0,2.0,3.0,8.0,1.0,1.0,5.0,8.0,6,3,8.0,4.0,2.0,0.0,3.0,3.0,6.0,1.0,7.0,3.0,3.0,6.0
151,Good,2.0,7.0,8.0,9.0,6.0,1.0,1.0,1.0,2.0,4,4,6.0,0.0,8.0,2.0,0.0,0.0,8.0,0.0,4.0,2.0,1.0,8.0
152,Good,0.0,2.0,2.0,3.0,9.0,0.0,0.0,5.0,1.0,4,6,9.0,3.0,3.0,0.0,3.0,3.0,9.0,-8.0,7.0,1.0,3.0,6.0
153,Good,9.0,2.0,7.0,4.0,3.0,0.0,0.0,5.0,-7.0,7,8,2.0,0.0,0.0,-8.0,0.0,0.0,1.0,-8.0,3.0,-8.0,0.0,2.0
154,Bad,0.0,6.0,8.0,7.0,6.0,2.0,1.0,1.0,0.0,4,5,6.0,0.0,6.0,1.0,1.0,1.0,6.0,4.0,6.0,2.0,2.0,5.0
155,Good,4.0,6.0,2.0,4.0,6.0,1.0,1.0,2.0,7.0,5,2,8.0,3.0,9.0,0.0,3.0,3.0,8.0,6.0,7.0,3.0,1.0,8.0
156,Bad,0.0,3.0,3.0,3.0,9.0,1.0,1.0,5.0,1.0,4,6,9.0,4.0,5.0,0.0,3.0,3.0,6.0,8.0,6.0,3.0,1.0,8.0
157,Bad,4.0,0.0,6.0,2.0,3.0,2.0,1.0,0.0,6.0,6,2,5.0,0.0,9.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,-8.0,6.0
158,Good,1.0,7.0,6.0,7.0,7.0,2.0,1.0,2.0,7.0,0,6,7.0,1.0,3.0,3.0,0.0,0.0,8.0,-8.0,7.0,0.0,3.0,8.0
159,Good,9.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,-7.0,7,8,5.0,2.0,8.0,2.0,0.0,0.0,1.0,8.0,1.0,2.0,0.0,1.0
160,Good,2.0,2.0,6.0,3.0,8.0,0.0,0.0,1.0,1.0,4,6,8.0,3.0,5.0,0.0,1.0,1.0,3.0,9.0,2.0,3.0,0.0,5.0
161,Bad,3.0,1.0,4.0,0.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,3.0,5.0,0.0,2.0,2.0,7.0,9.0,7.0,1.0,3.0,4.0
162,Bad,8.0,3.0,8.0,9.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,8.0,-8.0,0.0,0.0,7.0,-8.0,1.0,-8.0,0.0,8.0
163,Good,7.0,6.0,0.0,7.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,1.0,1.0,2.0,2.0,3.0,-8.0,4.0,1.0,1.0,0.0
164,Good,2.0,8.0,2.0,4.0,7.0,2.0,1.0,0.0,6.0,6,4,7.0,4.0,7.0,0.0,3.0,3.0,2.0,8.0,1.0,3.0,0.0,3.0
165,Good,2.0,9.0,4.0,2.0,6.0,0.0,0.0,1.0,3.0,4,6,6.0,2.0,5.0,0.0,2.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0
166,Good,8.0,5.0,3.0,6.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,0.0,5.0
167,Good,3.0,2.0,2.0,2.0,8.0,1.0,1.0,3.0,4.0,4,2,8.0,4.0,8.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,1.0,6.0
168,Good,9.0,9.0,6.0,9.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,5.0,2.0,1.0,1.0,2.0,-8.0,2.0,0.0,0.0,4.0
169,Bad,3.0,5.0,2.0,9.0,0.0,1.0,1.0,5.0,-7.0,6,8,0.0,2.0,6.0,2.0,3.0,3.0,9.0,6.0,1.0,1.0,1.0,8.0
170,Bad,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,4,6,3.0,1.0,9.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,8.0
171,Bad,1.0,9.0,0.0,5.0,8.0,2.0,1.0,3.0,6.0,5,2,8.0,4.0,9.0,0.0,2.0,2.0,3.0,9.0,1.0,3.0,-8.0,8.0
172,Good,4.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,4,5,4.0,3.0,8.0,0.0,1.0,1.0,3.0,8.0,3.0,3.0,0.0,5.0
173,Bad,8.0,9.0,8.0,9.0,1.0,0.0,0.0,2.0,7.0,6,6,1.0,0.0,6.0,3.0,0.0,0.0,1.0,-8.0,1.0,-8.0,-8.0,0.0
174,Bad,0.0,2.0,6.0,3.0,1.0,2.0,1.0,1.0,6.0,6,4,1.0,0.0,8.0,1.0,1.0,1.0,9.0,4.0,1.0,1.0,1.0,8.0
175,Bad,3.0,8.0,4.0,9.0,9.0,2.0,1.0,1.0,6.0,6,2,9.0,2.0,7.0,2.0,1.0,1.0,6.0,5.0,7.0,2.0,3.0,4.0
176,Bad,3.0,9.0,2.0,9.0,8.0,0.0,0.0,5.0,7.0,6,6,8.0,4.0,3.0,2.0,2.0,2.0,9.0,2.0,7.0,2.0,3.0,7.0
177,Bad,2.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,1.0,4,6,7.0,1.0,8.0,2.0,0.0,0.0,7.0,5.0,5.0,3.0,1.0,7.0
178,Good,7.0,8.0,7.0,8.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,9.0,3.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,8.0
179,Good,2.0,8.0,1.0,6.0,8.0,0.0,0.0,4.0,6.0,6,6,8.0,3.0,3.0,0.0,2.0,2.0,5.0,-8.0,5.0,0.0,2.0,2.0
180,Bad,3.0,2.0,4.0,5.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,2.0,6.0,0.0,2.0,2.0,9.0,8.0,6.0,1.0,3.0,8.0
181,Bad,1.0,9.0,1.0,9.0,8.0,0.0,0.0,2.0,2.0,4,6,8.0,1.0,3.0,3.0,0.0,0.0,7.0,7.0,7.0,1.0,3.0,6.0
182,Good,8.0,4.0,6.0,4.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,8.0,3.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,8.0
183,Good,5.0,2.0,4.0,2.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,9.0,2.0,0.0,0.0,5.0,9.0,4.0,3.0,0.0,5.0
184,Good,8.0,7.0,7.0,4.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,6.0
185,Bad,7.0,9.0,5.0,8.0,6.0,0.0,0.0,4.0,3.0,4,6,6.0,1.0,8.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0,3.0
186,Good,9.0,9.0,1.0,8.0,4.0,0.0,0.0,5.0,-7.0,7,8,5.0,2.0,8.0,0.0,2.0,2.0,4.0,9.0,3.0,1.0,0.0,7.0
187,Good,4.0,2.0,3.0,3.0,4.0,1.0,0.0,1.0,5.0,6,5,5.0,2.0,8.0,2.0,0.0,0.0,6.0,3.0,2.0,2.0,0.0,8.0
188,Bad,1.0,8.0,4.0,9.0,9.0,0.0,0.0,4.0,3.0,4,6,9.0,2.0,6.0,2.0,0.0,0.0,5.0,2.0,6.0,3.0,2.0,3.0
189,Good,8.0,8.0,0.0,8.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,3.0,7.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,8.0
190,Good,6.0,8.0,5.0,8.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,6.0,0.0,3.0,3.0,5.0,-8.0,4.0,-8.0,2.0,1.0
191,Good,3.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,2.0,5.0,0.0,2.0,2.0,9.0,2.0,5.0,1.0,3.0,8.0
192,Bad,9.0,9.0,8.0,9.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-8.0,0.0,-8.0,0.0,0.0
193,Bad,3.0,1.0,7.0,1.0,4.0,1.0,0.0,2.0,5.0,6,5,4.0,0.0,9.0,2.0,1.0,1.0,6.0,5.0,1.0,1.0,0.0,6.0
194,Bad,2.0,1.0,0.0,2.0,6.0,1.0,1.0,2.0,6.0,6,6,6.0,3.0,6.0,0.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,3.0
195,Bad,3.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,1.0,8.0,2.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,6.0
196,Good,7.0,1.0,0.0,2.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,5.0
197,Good,7.0,9.0,6.0,9.0,5.0,0.0,0.0,2.0,2.0,4,6,4.0,1.0,2.0,-8.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0
198,Good,8.0,8.0,1.0,6.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,1.0,6.0,3.0,1.0,0.0,4.0,-8.0,2.0,0.0,1.0,1.0
199,Good,9.0,6.0,5.0,7.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,1.0,8.0,2.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0
200,Good,8.0,3.0,8.0,7.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,0.0,1.0,3.0,0.0,0.0,5.0,-8.0,4.0,-8.0,0.0,8.0
201,Bad,1.0,8.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,4,6,9.0,4.0,3.0,0.0,3.0,3.0,3.0,7.0,7.0,3.0,2.0,5.0
202,Bad,1.0,3.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,4,5,6.0,2.0,9.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0,4.0
203,Good,6.0,9.0,0.0,6.0,7.0,1.0,0.0,3.0,5.0,6,5,7.0,3.0,1.0,0.0,1.0,1.0,1.0,-8.0,7.0,1.0,0.0,3.0
204,Bad,1.0,5.0,2.0,4.0,9.0,0.0,0.0,3.0,2.0,4,6,9.0,2.0,5.0,0.0,2.0,2.0,6.0,1.0,7.0,2.0,3.0,7.0
205,Good,6.0,4.0,2.0,4.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,7.0,0.0,3.0,3.0,6.0,9.0,1.0,2.0,0.0,7.0
206,Good,5.0,1.0,8.0,3.0,6.0,0.0,0.0,5.0,-7.0,7,8,5.0,0.0,6.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0
207,Good,9.0,2.0,4.0,4.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,1.0,6.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0
208,Good,9.0,7.0,2.0,7.0,8.0,0.0,0.0,5.0,-7.0,7,8,7.0,1.0,6.0,0.0,2.0,2.0,1.0,-8.0,1.0,0.0,0.0,0.0
209,Good,2.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,-7.0,6,8,2.0,2.0,1.0,0.0,1.0,1.0,7.0,3.0,6.0,1.0,1.0,8.0
210,Good,9.0,9.0,0.0,8.0,5.0,0.0,0.0,5.0,-7.0,6,7,6.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,4.0
211,Good,8.0,3.0,0.0,5.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,6.0,0.0,1.0,1.0,3.0,9.0,2.0,1.0,0.0,1.0
212,Good,4.0,7.0,8.0,9.0,6.0,1.0,1.0,5.0,-7.0,0,8,5.0,0.0,5.0,-8.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0
213,Good,6.0,4.0,1.0,3.0,8.0,0.0,0.0,5.0,4.0,4,6,8.0,4.0,5.0,0.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,5.0
214,Good,6.0,8.0,4.0,7.0,6.0,1.0,1.0,4.0,9.0,6,6,6.0,1.0,9.0,2.0,0.0,0.0,6.0,4.0,4.0,3.0,0.0,8.0
215,Good,6.0,6.0,2.0,6.0,8.0,0.0,0.0,3.0,8.0,6,6,7.0,3.0,8.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,0.0,4.0
216,Bad,2.0,2.0,4.0,4.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,4.0,0.0,3.0,3.0,9.0,5.0,7.0,3.0,3.0,6.0
217,Bad,2.0,8.0,6.0,9.0,5.0,1.0,0.0,0.0,1.0,4,5,6.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0
218,Bad,9.0,9.0,8.0,9.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-8.0,3.0,-8.0,0.0,2.0
219,Bad,3.0,6.0,2.0,4.0,9.0,2.0,1.0,5.0,9.0,6,5,9.0,4.0,3.0,0.0,2.0,2.0,3.0,3.0,6.0,3.0,0.0,3.0
220,Bad,2.0,9.0,2.0,6.0,8.0,0.0,0.0,5.0,5.0,6,6,8.0,4.0,5.0,0.0,2.0,2.0,5.0,1.0,7.0,3.0,2.0,5.0
221,Bad,2.0,2.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,4,6,7.0,1.0,5.0,0.0,0.0,0.0,7.0,5.0,4.0,1.0,2.0,5.0
222,Bad,1.0,7.0,6.0,4.0,3.0,0.0,0.0,3.0,9.0,6,6,3.0,0.0,0.0,0.0,1.0,1.0,9.0,-8.0,6.0,0.0,3.0,8.0
223,Good,6.0,8.0,6.0,5.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0
224,Bad,1.0,2.0,5.0,0.0,7.0,0.0,0.0,4.0,4.0,4,6,6.0,2.0,1.0,0.0,2.0,2.0,7.0,4.0,4.0,0.0,1.0,5.0
225,Good,9.0,9.0,2.0,8.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,3.0
226,Good,8.0,7.0,5.0,7.0,7.0,0.0,0.0,5.0,-7.0,7,8,6.0,1.0,2.0,0.0,1.0,1.0,1.0,-8.0,3.0,0.0,0.0,0.0
227,Bad,0.0,7.0,6.0,9.0,1.0,2.0,0.0,0.0,8.0,4,5,1.0,1.0,5.0,0.0,2.0,2.0,8.0,0.0,2.0,2.0,1.0,8.0
228,Good,2.0,3.0,3.0,4.0,0.0,2.0,1.0,0.0,8.0,6,2,0.0,1.0,5.0,0.0,1.0,1.0,7.0,-8.0,2.0,0.0,0.0,8.0
229,Good,7.0,8.0,3.0,4.0,3.0,0.0,0.0,5.0,-7.0,7,8,4.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,6.0,0.0,1.0,7.0
230,Bad,0.0,0.0,3.0,0.0,7.0,0.0,0.0,3.0,5.0,6,6,7.0,3.0,8.0,0.0,1.0,1.0,6.0,7.0,5.0,2.0,2.0,5.0
231,Bad,0.0,1.0,2.0,2.0,8.0,2.0,1.0,3.0,2.0,4,2,9.0,3.0,9.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,-8.0,8.0
232,Bad,0.0,6.0,4.0,7.0,2.0,2.0,1.0,0.0,0.0,0,2,3.0,3.0,6.0,0.0,0.0,0.0,9.0,7.0,2.0,2.0,1.0,7.0
233,Bad,3.0,2.0,5.0,1.0,8.0,2.0,1.0,5.0,9.0,6,6,8.0,2.0,8.0,0.0,0.0,0.0,7.0,0.0,5.0,3.0,0.0,6.0
234,Bad,0.0,3.0,0.0,6.0,2.0,2.0,1.0,2.0,7.0,6,2,3.0,1.0,4.0,0.0,2.0,2.0,8.0,-8.0,6.0,0.0,2.0,8.0
235,Good,9.0,8.0,2.0,9.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,1.0,0.0,2.0,2.0,1.0,-8.0,6.0,0.0,0.0,2.0
236,Bad,3.0,7.0,7.0,8.0,6.0,0.0,0.0,2.0,9.0,6,6,6.0,0.0,7.0,0.0,0.0,0.0,8.0,3.0,5.0,2.0,3.0,8.0
237,Bad,4.0,6.0,4.0,4.0,8.0,0.0,0.0,5.0,3.0,4,6,8.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,6.0,2.0,1.0,3.0
238,Good,6.0,7.0,2.0,2.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,2.0,7.0,0.0,1.0,1.0,7.0,8.0,2.0,1.0,0.0,7.0
239,Bad,4.0,8.0,6.0,3.0,2.0,2.0,1.0,1.0,9.0,6,4,3.0,1.0,8.0,0.0,3.0,3.0,7.0,6.0,3.0,3.0,0.0,8.0
240,Good,6.0,3.0,6.0,4.0,5.0,0.0,0.0,4.0,-8.0,6,6,4.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,1.0,1.0
241,Bad,5.0,6.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4,6,4.0,3.0,6.0,0.0,0.0,0.0,5.0,7.0,6.0,1.0,0.0,5.0
242,Good,1.0,7.0,2.0,9.0,8.0,2.0,1.0,2.0,1.0,4,6,8.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,1.0,0.0,8.0
243,Bad,6.0,8.0,4.0,6.0,7.0,0.0,0.0,5.0,-7.0,7,8,6.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,3.0
244,Good,7.0,6.0,3.0,8.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,2.0,6.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,1.0,3.0
245,Bad,8.0,3.0,2.0,2.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,2.0,0.0,3.0,3.0,1.0,-8.0,3.0,0.0,1.0,0.0
246,Bad,8.0,4.0,5.0,4.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,3.0,8.0,0.0,0.0,0.0,5.0,8.0,2.0,1.0,0.0,7.0
247,Bad,2.0,8.0,4.0,8.0,7.0,1.0,1.0,1.0,5.0,5,3,7.0,3.0,4.0,0.0,0.0,0.0,8.0,-8.0,6.0,0.0,1.0,8.0
248,Bad,6.0,2.0,1.0,4.0,3.0,0.0,0.0,2.0,4.0,6,6,3.0,2.0,8.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,-8.0,5.0
249,Bad,3.0,9.0,2.0,9.0,4.0,0.0,0.0,1.0,5.0,6,6,4.0,2.0,3.0,0.0,0.0,0.0,7.0,-8.0,6.0,-8.0,1.0,7.0
250,Bad,8.0,5.0,8.0,8.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,0.0,9.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0
251,Bad,1.0,3.0,5.0,1.0,6.0,2.0,1.0,1.0,7.0,6,2,7.0,4.0,6.0,0.0,0.0,0.0,8.0,8.0,7.0,2.0,1.0,8.0
252,Bad,3.0,7.0,3.0,9.0,1.0,2.0,0.0,0.0,4.0,6,5,1.0,2.0,3.0,0.0,0.0,0.0,9.0,-8.0,2.0,0.0,1.0,4.0
253,Bad,2.0,6.0,8.0,9.0,1.0,2.0,1.0,0.0,6.0,6,2,2.0,0.0,1.0,0.0,0.0,0.0,5.0,-8.0,1.0,-8.0,1.0,0.0
254,Bad,5.0,7.0,4.0,3.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,7.0,0.0,1.0,1.0,7.0,7.0,4.0,3.0,1.0,5.0
255,Good,6.0,4.0,7.0,4.0,9.0,0.0,0.0,5.0,-7.0,6,8,9.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,7.0,2.0,1.0,2.0
256,Good,7.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,2.0,2.0,0.0,0.0,0.0,2.0,-8.0,2.0,0.0,-8.0,2.0
257,Bad,2.0,3.0,5.0,4.0,6.0,1.0,0.0,3.0,3.0,4,6,6.0,3.0,6.0,0.0,2.0,2.0,7.0,6.0,3.0,2.0,0.0,5.0
258,Bad,3.0,8.0,6.0,8.0,9.0,0.0,0.0,4.0,1.0,4,6,9.0,1.0,7.0,0.0,1.0,1.0,8.0,3.0,5.0,2.0,2.0,7.0
259,Bad,7.0,8.0,3.0,5.0,3.0,0.0,0.0,2.0,5.0,5,6,3.0,2.0,9.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,6.0
260,Bad,5.0,8.0,2.0,6.0,8.0,1.0,1.0,5.0,4.0,6,4,8.0,3.0,1.0,0.0,2.0,2.0,1.0,8.0,4.0,2.0,0.0,2.0
261,Good,4.0,5.0,2.0,3.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,5.0,0.0,0.0,0.0,9.0,-8.0,6.0,0.0,3.0,8.0
262,Bad,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,9.0,6,3,0.0,1.0,9.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,0.0,-8.0,8.0
263,Bad,4.0,4.0,7.0,5.0,1.0,2.0,1.0,1.0,8.0,6,2,1.0,0.0,3.0,0.0,0.0,0.0,8.0,-8.0,4.0,-8.0,2.0,3.0
264,Bad,5.0,1.0,2.0,1.0,5.0,0.0,0.0,4.0,9.0,6,6,5.0,2.0,5.0,0.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,3.0
265,Good,3.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,-8.0,6,6,2.0,4.0,2.0,0.0,3.0,3.0,5.0,3.0,5.0,2.0,0.0,5.0
266,Good,5.0,6.0,2.0,6.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,3.0,7.0,0.0,1.0,1.0,6.0,7.0,6.0,1.0,1.0,8.0
267,Good,7.0,5.0,6.0,4.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0
268,Bad,0.0,4.0,4.0,2.0,9.0,1.0,0.0,4.0,3.0,3,5,9.0,1.0,8.0,0.0,2.0,2.0,8.0,7.0,6.0,3.0,3.0,6.0
269,Good,9.0,9.0,4.0,8.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0
270,Good,2.0,3.0,0.0,2.0,5.0,1.0,0.0,2.0,5.0,5,5,6.0,2.0,8.0,0.0,2.0,2.0,6.0,8.0,4.0,1.0,2.0,8.0
271,Bad,1.0,4.0,1.0,6.0,8.0,0.0,0.0,2.0,7.0,5,6,8.0,3.0,4.0,0.0,1.0,1.0,8.0,-8.0,7.0,1.0,3.0,7.0
272,Bad,5.0,2.0,8.0,7.0,2.0,0.0,0.0,1.0,8.0,6,6,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,1.0,7.0
273,Bad,9.0,7.0,2.0,7.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,3.0,1.0,0.0,0.0,0.0,4.0,-8.0,3.0,-8.0,0.0,1.0
274,Bad,3.0,9.0,7.0,9.0,5.0,1.0,0.0,1.0,2.0,3,5,5.0,0.0,8.0,0.0,2.0,2.0,4.0,-8.0,3.0,1.0,0.0,8.0
275,Good,4.0,9.0,1.0,3.0,6.0,0.0,0.0,4.0,4.0,6,6,5.0,3.0,5.0,0.0,3.0,3.0,4.0,9.0,3.0,1.0,1.0,1.0
276,Bad,0.0,1.0,8.0,3.0,3.0,2.0,0.0,0.0,1.0,4,5,4.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,5.0,3.0,0.0,8.0
277,Bad,6.0,7.0,3.0,8.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,2.0,0.0,0.0,1.0,1.0,6.0,8.0,6.0,1.0,3.0,2.0
278,Bad,6.0,8.0,8.0,8.0,3.0,1.0,0.0,3.0,9.0,6,5,3.0,0.0,6.0,0.0,2.0,2.0,6.0,-8.0,3.0,0.0,0.0,7.0
279,Bad,4.0,8.0,5.0,4.0,8.0,0.0,0.0,5.0,-7.0,7,8,7.0,2.0,2.0,0.0,1.0,1.0,5.0,8.0,5.0,1.0,2.0,1.0
280,Bad,8.0,1.0,6.0,0.0,2.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,5.0,0.0,0.0,0.0,1.0,-8.0,2.0,0.0,0.0,2.0
281,Bad,5.0,0.0,5.0,1.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,2.0,3.0,0.0,2.0,2.0,8.0,-8.0,3.0,0.0,0.0,8.0
282,Good,8.0,8.0,3.0,8.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,3.0,9.0,0.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,6.0
283,Bad,3.0,6.0,5.0,4.0,7.0,0.0,0.0,5.0,-7.0,7,8,6.0,3.0,7.0,0.0,2.0,2.0,9.0,3.0,4.0,3.0,2.0,8.0
